SNP	CHR	BP	P
SL2.40ch02_25140000_25240000	2	25140000	1.013795e-01
SL2.40ch02_25150000_25250000	2	25150000	9.676584e-02
SL2.40ch02_25160000_25260000	2	25160000	1.065011e-01
SL2.40ch02_25170000_25270000	2	25170000	1.099826e-01
SL2.40ch02_25180000_25280000	2	25180000	1.145234e-01
SL2.40ch02_25190000_25290000	2	25190000	1.150889e-01
SL2.40ch02_25200000_25300000	2	25200000	1.037631e-01
SL2.40ch02_25210000_25310000	2	25210000	1.055201e-01
SL2.40ch02_25220000_25320000	2	25220000	1.093495e-01
SL2.40ch02_25230000_25330000	2	25230000	1.024236e-01
SL2.40ch02_25240000_25340000	2	25240000	1.071197e-01
SL2.40ch02_25250000_25350000	2	25250000	1.055185e-01
SL2.40ch02_25260000_25360000	2	25260000	1.126983e-01
SL2.40ch02_25270000_25370000	2	25270000	9.947559e-02
SL2.40ch02_25280000_25380000	2	25280000	8.808589e-02
SL2.40ch02_25290000_25390000	2	25290000	8.334610e-02
SL2.40ch02_25300000_25400000	2	25300000	8.245621e-02
SL2.40ch02_25310000_25410000	2	25310000	8.093070e-02
SL2.40ch02_25320000_25420000	2	25320000	7.865610e-02
SL2.40ch02_25330000_25430000	2	25330000	7.624122e-02
SL2.40ch02_25340000_25440000	2	25340000	7.926475e-02
SL2.40ch02_25350000_25450000	2	25350000	7.486657e-02
SL2.40ch02_25360000_25460000	2	25360000	6.194345e-02
SL2.40ch02_25370000_25470000	2	25370000	6.661223e-02
SL2.40ch02_25380000_25480000	2	25380000	8.050778e-02
SL2.40ch02_25390000_25490000	2	25390000	8.626242e-02
SL2.40ch02_25400000_25500000	2	25400000	8.503608e-02
SL2.40ch02_25410000_25510000	2	25410000	8.658941e-02
SL2.40ch02_25420000_25520000	2	25420000	8.592114e-02
SL2.40ch02_25430000_25530000	2	25430000	8.858148e-02
SL2.40ch02_25440000_25540000	2	25440000	9.013752e-02
SL2.40ch02_25450000_25550000	2	25450000	9.604298e-02
SL2.40ch02_25460000_25560000	2	25460000	9.861388e-02
SL2.40ch02_25470000_25570000	2	25470000	1.023565e-01
SL2.40ch02_25480000_25580000	2	25480000	9.146106e-02
SL2.40ch02_25490000_25590000	2	25490000	8.805623e-02
SL2.40ch02_25500000_25600000	2	25500000	8.311107e-02
SL2.40ch02_25510000_25610000	2	25510000	8.494032e-02
SL2.40ch02_25520000_25620000	2	25520000	8.687363e-02
SL2.40ch02_25530000_25630000	2	25530000	8.527028e-02
SL2.40ch02_25540000_25640000	2	25540000	8.842960e-02
SL2.40ch02_25550000_25650000	2	25550000	8.631926e-02
SL2.40ch02_25560000_25660000	2	25560000	8.615300e-02
SL2.40ch02_25570000_25670000	2	25570000	8.697872e-02
SL2.40ch02_25580000_25680000	2	25580000	8.943066e-02
SL2.40ch02_25590000_25690000	2	25590000	8.958274e-02
SL2.40ch02_25600000_25700000	2	25600000	9.959068e-02
SL2.40ch02_25610000_25710000	2	25610000	9.823060e-02
SL2.40ch02_25620000_25720000	2	25620000	9.697183e-02
SL2.40ch02_25630000_25730000	2	25630000	1.056744e-01
SL2.40ch02_25640000_25740000	2	25640000	1.023932e-01
SL2.40ch02_25650000_25750000	2	25650000	9.763030e-02
SL2.40ch02_25660000_25760000	2	25660000	1.005775e-01
SL2.40ch02_25670000_25770000	2	25670000	9.255548e-02
SL2.40ch02_25680000_25780000	2	25680000	9.829867e-02
SL2.40ch02_25690000_25790000	2	25690000	8.958418e-02
SL2.40ch02_25700000_25800000	2	25700000	7.509717e-02
SL2.40ch02_25710000_25810000	2	25710000	7.353557e-02
SL2.40ch02_25720000_25820000	2	25720000	7.595782e-02
SL2.40ch02_25730000_25830000	2	25730000	7.118819e-02
SL2.40ch02_25740000_25840000	2	25740000	7.511610e-02
SL2.40ch02_25750000_25850000	2	25750000	8.656909e-02
SL2.40ch02_25760000_25860000	2	25760000	8.702741e-02
SL2.40ch02_25770000_25870000	2	25770000	9.276631e-02
SL2.40ch02_25780000_25880000	2	25780000	9.251843e-02
SL2.40ch02_25790000_25890000	2	25790000	9.504210e-02
SL2.40ch02_25800000_25900000	2	25800000	1.034864e-01
SL2.40ch02_25810000_25910000	2	25810000	1.059133e-01
SL2.40ch02_25820000_25920000	2	25820000	1.031443e-01
SL2.40ch02_25830000_25930000	2	25830000	9.848210e-02
SL2.40ch02_25840000_25940000	2	25840000	9.564559e-02
SL2.40ch02_25850000_25950000	2	25850000	8.724031e-02
SL2.40ch02_25860000_25960000	2	25860000	8.661026e-02
SL2.40ch02_25870000_25970000	2	25870000	7.938501e-02
SL2.40ch02_25880000_25980000	2	25880000	7.639649e-02
SL2.40ch02_25890000_25990000	2	25890000	8.238983e-02
SL2.40ch02_25900000_26000000	2	25900000	8.752884e-02
SL2.40ch02_25910000_26010000	2	25910000	9.125139e-02
SL2.40ch02_25920000_26020000	2	25920000	8.992907e-02
SL2.40ch02_25930000_26030000	2	25930000	9.243295e-02
SL2.40ch02_25940000_26040000	2	25940000	9.334330e-02
SL2.40ch02_25950000_26050000	2	25950000	8.633815e-02
SL2.40ch02_25960000_26060000	2	25960000	9.420856e-02
SL2.40ch02_25970000_26070000	2	25970000	9.735592e-02
SL2.40ch02_25980000_26080000	2	25980000	9.836794e-02
SL2.40ch02_25990000_26090000	2	25990000	9.428089e-02
SL2.40ch02_26000000_26100000	2	26000000	8.655661e-02
SL2.40ch02_26010000_26110000	2	26010000	7.589178e-02
SL2.40ch02_26020000_26120000	2	26020000	7.964642e-02
SL2.40ch02_26030000_26130000	2	26030000	8.761598e-02
SL2.40ch02_26040000_26140000	2	26040000	8.416925e-02
SL2.40ch02_26050000_26150000	2	26050000	9.311168e-02
SL2.40ch02_26060000_26160000	2	26060000	7.459072e-02
SL2.40ch02_26070000_26170000	2	26070000	6.922696e-02
SL2.40ch02_26080000_26180000	2	26080000	7.539512e-02
SL2.40ch02_26090000_26190000	2	26090000	7.472918e-02
SL2.40ch02_26100000_26200000	2	26100000	8.002869e-02
SL2.40ch02_26110000_26210000	2	26110000	8.790793e-02
SL2.40ch02_26120000_26220000	2	26120000	9.330967e-02
SL2.40ch02_26130000_26230000	2	26130000	7.673134e-02
SL2.40ch02_26140000_26240000	2	26140000	7.270253e-02
SL2.40ch02_26150000_26250000	2	26150000	8.225775e-02
SL2.40ch02_26160000_26260000	2	26160000	8.851416e-02
SL2.40ch02_26170000_26270000	2	26170000	8.854935e-02
SL2.40ch02_26180000_26280000	2	26180000	8.650955e-02
SL2.40ch02_26190000_26290000	2	26190000	9.370563e-02
SL2.40ch02_26200000_26300000	2	26200000	8.829617e-02
SL2.40ch02_26210000_26310000	2	26210000	7.643874e-02
SL2.40ch02_26220000_26320000	2	26220000	8.404466e-02
SL2.40ch02_26230000_26330000	2	26230000	8.993934e-02
SL2.40ch02_26240000_26340000	2	26240000	1.189538e-01
SL2.40ch02_26250000_26350000	2	26250000	1.219125e-01
SL2.40ch02_26260000_26360000	2	26260000	1.203671e-01
SL2.40ch02_26270000_26370000	2	26270000	1.180913e-01
SL2.40ch02_26280000_26380000	2	26280000	1.104194e-01
SL2.40ch02_26290000_26390000	2	26290000	1.028845e-01
SL2.40ch02_26300000_26400000	2	26300000	1.046633e-01
SL2.40ch02_26310000_26410000	2	26310000	1.011173e-01
SL2.40ch02_26320000_26420000	2	26320000	1.001693e-01
SL2.40ch02_26330000_26430000	2	26330000	9.945202e-02
SL2.40ch02_26340000_26440000	2	26340000	9.087850e-02
SL2.40ch02_26350000_26450000	2	26350000	9.069903e-02
SL2.40ch02_26360000_26460000	2	26360000	9.392085e-02
SL2.40ch02_26370000_26470000	2	26370000	9.784269e-02
SL2.40ch02_26380000_26480000	2	26380000	9.590447e-02
SL2.40ch02_26390000_26490000	2	26390000	9.861173e-02
SL2.40ch02_26400000_26500000	2	26400000	9.634789e-02
SL2.40ch02_26410000_26510000	2	26410000	1.037891e-01
SL2.40ch02_26420000_26520000	2	26420000	1.059961e-01
SL2.40ch02_26430000_26530000	2	26430000	1.056659e-01
SL2.40ch02_26440000_26540000	2	26440000	1.040639e-01
SL2.40ch02_26450000_26550000	2	26450000	1.016910e-01
SL2.40ch02_26460000_26560000	2	26460000	1.022184e-01
SL2.40ch02_26470000_26570000	2	26470000	1.014798e-01
SL2.40ch02_26480000_26580000	2	26480000	1.047047e-01
SL2.40ch02_26490000_26590000	2	26490000	1.065419e-01
SL2.40ch02_26500000_26600000	2	26500000	1.054905e-01
SL2.40ch02_26510000_26610000	2	26510000	9.904689e-02
SL2.40ch02_26520000_26620000	2	26520000	9.848636e-02
SL2.40ch02_26530000_26630000	2	26530000	9.961195e-02
SL2.40ch02_26540000_26640000	2	26540000	1.012307e-01
SL2.40ch02_26550000_26650000	2	26550000	9.190308e-02
SL2.40ch02_26560000_26660000	2	26560000	8.702991e-02
SL2.40ch02_26570000_26670000	2	26570000	8.463584e-02
SL2.40ch02_26580000_26680000	2	26580000	8.078242e-02
SL2.40ch02_26590000_26690000	2	26590000	8.201140e-02
SL2.40ch02_26600000_26700000	2	26600000	8.519891e-02
SL2.40ch02_26610000_26710000	2	26610000	8.414092e-02
SL2.40ch02_26620000_26720000	2	26620000	7.906664e-02
SL2.40ch02_26630000_26730000	2	26630000	7.567519e-02
SL2.40ch02_26640000_26740000	2	26640000	6.944608e-02
SL2.40ch02_26650000_26750000	2	26650000	7.309440e-02
SL2.40ch02_26660000_26760000	2	26660000	7.396553e-02
SL2.40ch02_26670000_26770000	2	26670000	7.300085e-02
SL2.40ch02_26680000_26780000	2	26680000	8.099697e-02
SL2.40ch02_26690000_26790000	2	26690000	7.057692e-02
SL2.40ch02_26700000_26800000	2	26700000	6.779019e-02
SL2.40ch02_26710000_26810000	2	26710000	6.835452e-02
SL2.40ch02_26720000_26820000	2	26720000	6.691659e-02
SL2.40ch02_26730000_26830000	2	26730000	6.669669e-02
SL2.40ch02_26740000_26840000	2	26740000	7.583861e-02
SL2.40ch02_26750000_26850000	2	26750000	8.279290e-02
SL2.40ch02_26760000_26860000	2	26760000	8.976686e-02
SL2.40ch02_26770000_26870000	2	26770000	8.689476e-02
SL2.40ch02_26780000_26880000	2	26780000	8.510873e-02
SL2.40ch02_26790000_26890000	2	26790000	9.291838e-02
SL2.40ch02_26800000_26900000	2	26800000	9.718773e-02
SL2.40ch02_26810000_26910000	2	26810000	9.865212e-02
SL2.40ch02_26820000_26920000	2	26820000	9.661439e-02
SL2.40ch02_26830000_26930000	2	26830000	1.020908e-01
SL2.40ch02_26840000_26940000	2	26840000	1.022721e-01
SL2.40ch02_26850000_26950000	2	26850000	9.932431e-02
SL2.40ch02_26860000_26960000	2	26860000	9.393255e-02
SL2.40ch02_26870000_26970000	2	26870000	9.949883e-02
SL2.40ch02_26880000_26980000	2	26880000	9.697117e-02
SL2.40ch02_26890000_26990000	2	26890000	8.902392e-02
SL2.40ch02_26900000_27000000	2	26900000	8.667710e-02
SL2.40ch02_26910000_27010000	2	26910000	9.050879e-02
SL2.40ch02_26920000_27020000	2	26920000	9.196739e-02
SL2.40ch02_26930000_27030000	2	26930000	9.884616e-02
SL2.40ch02_26940000_27040000	2	26940000	9.835302e-02
SL2.40ch02_26950000_27050000	2	26950000	1.016580e-01
SL2.40ch02_26960000_27060000	2	26960000	9.757045e-02
SL2.40ch02_26970000_27070000	2	26970000	9.108116e-02
SL2.40ch02_26980000_27080000	2	26980000	9.708522e-02
SL2.40ch02_26990000_27090000	2	26990000	9.758869e-02
SL2.40ch02_27000000_27100000	2	27000000	9.006278e-02
SL2.40ch02_27010000_27110000	2	27010000	9.810503e-02
SL2.40ch02_27020000_27120000	2	27020000	1.002486e-01
SL2.40ch02_27030000_27130000	2	27030000	9.745803e-02
SL2.40ch02_27040000_27140000	2	27040000	9.625327e-02
SL2.40ch02_27050000_27150000	2	27050000	9.423886e-02
SL2.40ch02_27060000_27160000	2	27060000	9.032107e-02
SL2.40ch02_27070000_27170000	2	27070000	9.205374e-02
SL2.40ch02_27080000_27180000	2	27080000	8.973605e-02
SL2.40ch02_27090000_27190000	2	27090000	8.926615e-02
SL2.40ch02_27100000_27200000	2	27100000	8.696751e-02
SL2.40ch02_27110000_27210000	2	27110000	7.858006e-02
SL2.40ch02_27120000_27220000	2	27120000	7.277322e-02
SL2.40ch02_27130000_27230000	2	27130000	7.723898e-02
SL2.40ch02_27140000_27240000	2	27140000	7.657244e-02
SL2.40ch02_27150000_27250000	2	27150000	7.697426e-02
SL2.40ch02_27160000_27260000	2	27160000	8.794785e-02
SL2.40ch02_27170000_27270000	2	27170000	8.900523e-02
SL2.40ch02_27180000_27280000	2	27180000	9.555766e-02
SL2.40ch02_27190000_27290000	2	27190000	1.007734e-01
SL2.40ch02_27200000_27300000	2	27200000	1.050769e-01
SL2.40ch02_27210000_27310000	2	27210000	1.108907e-01
SL2.40ch02_27220000_27320000	2	27220000	1.134808e-01
SL2.40ch02_27230000_27330000	2	27230000	1.118794e-01
SL2.40ch02_27240000_27340000	2	27240000	1.145485e-01
SL2.40ch02_27250000_27350000	2	27250000	1.142735e-01
SL2.40ch02_27260000_27360000	2	27260000	1.145771e-01
SL2.40ch02_27270000_27370000	2	27270000	1.180406e-01
SL2.40ch02_27280000_27380000	2	27280000	1.209609e-01
SL2.40ch02_27290000_27390000	2	27290000	1.024148e-01
SL2.40ch02_27300000_27400000	2	27300000	1.049432e-01
SL2.40ch02_27310000_27410000	2	27310000	8.813086e-02
SL2.40ch02_27320000_27420000	2	27320000	9.090658e-02
SL2.40ch02_27330000_27430000	2	27330000	8.758950e-02
SL2.40ch02_27340000_27440000	2	27340000	9.373617e-02
SL2.40ch02_27350000_27450000	2	27350000	9.299990e-02
SL2.40ch02_27360000_27460000	2	27360000	9.128987e-02
SL2.40ch02_27370000_27470000	2	27370000	9.543697e-02
SL2.40ch02_27380000_27480000	2	27380000	9.180807e-02
SL2.40ch02_27390000_27490000	2	27390000	9.713196e-02
SL2.40ch02_27400000_27500000	2	27400000	9.608304e-02
SL2.40ch02_27410000_27510000	2	27410000	1.027415e-01
SL2.40ch02_27420000_27520000	2	27420000	1.027402e-01
SL2.40ch02_27430000_27530000	2	27430000	1.223964e-01
SL2.40ch02_27440000_27540000	2	27440000	1.221336e-01
SL2.40ch02_27450000_27550000	2	27450000	1.288731e-01
SL2.40ch02_27460000_27560000	2	27460000	1.528052e-01
SL2.40ch02_27470000_27570000	2	27470000	1.383120e-01
SL2.40ch02_27480000_27580000	2	27480000	1.508020e-01
SL2.40ch02_27490000_27590000	2	27490000	1.438164e-01
SL2.40ch02_27500000_27600000	2	27500000	1.309222e-01
SL2.40ch02_27510000_27610000	2	27510000	1.262699e-01
SL2.40ch02_27520000_27620000	2	27520000	1.136423e-01
SL2.40ch02_27530000_27630000	2	27530000	9.790619e-02
SL2.40ch02_27540000_27640000	2	27540000	9.751238e-02
SL2.40ch02_27550000_27650000	2	27550000	1.002534e-01
SL2.40ch02_27560000_27660000	2	27560000	7.060305e-02
SL2.40ch02_27570000_27670000	2	27570000	6.875908e-02
SL2.40ch02_27580000_27680000	2	27580000	5.966657e-02
SL2.40ch02_27590000_27690000	2	27590000	5.987134e-02
SL2.40ch02_27600000_27700000	2	27600000	6.446360e-02
SL2.40ch02_27610000_27710000	2	27610000	6.642122e-02
SL2.40ch02_27620000_27720000	2	27620000	6.916117e-02
SL2.40ch02_27630000_27730000	2	27630000	6.505649e-02
SL2.40ch02_27640000_27740000	2	27640000	6.679997e-02
SL2.40ch02_27650000_27750000	2	27650000	4.943069e-02
SL2.40ch02_27660000_27760000	2	27660000	5.448034e-02
SL2.40ch02_27670000_27770000	2	27670000	5.440367e-02
SL2.40ch02_27680000_27780000	2	27680000	5.375003e-02
SL2.40ch02_27690000_27790000	2	27690000	5.861762e-02
SL2.40ch02_27700000_27800000	2	27700000	6.288021e-02
SL2.40ch02_27710000_27810000	2	27710000	6.082134e-02
SL2.40ch02_27720000_27820000	2	27720000	5.872141e-02
SL2.40ch02_27730000_27830000	2	27730000	7.496333e-02
SL2.40ch02_27740000_27840000	2	27740000	7.356142e-02
SL2.40ch02_27750000_27850000	2	27750000	7.688810e-02
SL2.40ch02_27760000_27860000	2	27760000	6.940247e-02
SL2.40ch02_27770000_27870000	2	27770000	8.311502e-02
SL2.40ch02_27780000_27880000	2	27780000	8.368887e-02
SL2.40ch02_27790000_27890000	2	27790000	9.536891e-02
SL2.40ch02_27800000_27900000	2	27800000	1.077324e-01
SL2.40ch02_27810000_27910000	2	27810000	1.118753e-01
SL2.40ch02_27820000_27920000	2	27820000	1.194223e-01
SL2.40ch02_27830000_27930000	2	27830000	1.246288e-01
SL2.40ch02_27840000_27940000	2	27840000	1.224341e-01
SL2.40ch02_27850000_27950000	2	27850000	1.161723e-01
SL2.40ch02_27860000_27960000	2	27860000	1.182915e-01
SL2.40ch02_27870000_27970000	2	27870000	1.043096e-01
SL2.40ch02_27880000_27980000	2	27880000	1.023205e-01
SL2.40ch02_27890000_27990000	2	27890000	9.515647e-02
SL2.40ch02_27900000_28000000	2	27900000	7.570123e-02
SL2.40ch02_27910000_28010000	2	27910000	7.061540e-02
SL2.40ch02_27920000_28020000	2	27920000	6.428271e-02
SL2.40ch02_27930000_28030000	2	27930000	6.571323e-02
SL2.40ch02_27940000_28040000	2	27940000	6.320960e-02
SL2.40ch02_27950000_28050000	2	27950000	6.017346e-02
SL2.40ch02_27960000_28060000	2	27960000	7.976963e-02
SL2.40ch02_27970000_28070000	2	27970000	9.773281e-02
SL2.40ch02_27980000_28080000	2	27980000	8.711717e-02
SL2.40ch02_27990000_28090000	2	27990000	8.915874e-02
SL2.40ch02_28000000_28100000	2	28000000	8.234455e-02
SL2.40ch02_28010000_28110000	2	28010000	7.048133e-02
SL2.40ch02_28020000_28120000	2	28020000	6.977283e-02
SL2.40ch02_28030000_28130000	2	28030000	6.508875e-02
SL2.40ch02_28040000_28140000	2	28040000	6.371960e-02
SL2.40ch02_28050000_28150000	2	28050000	6.473659e-02
SL2.40ch02_28060000_28160000	2	28060000	6.000072e-02
SL2.40ch02_28070000_28170000	2	28070000	4.961405e-02
SL2.40ch02_28080000_28180000	2	28080000	5.768416e-02
SL2.40ch02_28090000_28190000	2	28090000	5.025825e-02
SL2.40ch02_28100000_28200000	2	28100000	4.745893e-02
SL2.40ch02_28110000_28210000	2	28110000	5.716490e-02
SL2.40ch02_28120000_28220000	2	28120000	4.373009e-02
SL2.40ch02_28130000_28230000	2	28130000	4.573935e-02
SL2.40ch02_28140000_28240000	2	28140000	4.511645e-02
SL2.40ch02_28150000_28250000	2	28150000	4.481365e-02
SL2.40ch02_28160000_28260000	2	28160000	4.160882e-02
SL2.40ch02_28170000_28270000	2	28170000	3.941220e-02
SL2.40ch02_28180000_28280000	2	28180000	3.588573e-02
SL2.40ch02_28190000_28290000	2	28190000	4.315922e-02
SL2.40ch02_28200000_28300000	2	28200000	4.434409e-02
SL2.40ch02_28210000_28310000	2	28210000	3.965679e-02
SL2.40ch02_28220000_28320000	2	28220000	5.124202e-02
SL2.40ch02_28230000_28330000	2	28230000	4.504423e-02
SL2.40ch02_28240000_28340000	2	28240000	4.696922e-02
SL2.40ch02_28250000_28350000	2	28250000	4.744606e-02
SL2.40ch02_28260000_28360000	2	28260000	5.231558e-02
SL2.40ch02_28270000_28370000	2	28270000	5.275014e-02
SL2.40ch02_28280000_28380000	2	28280000	4.914941e-02
SL2.40ch02_28290000_28390000	2	28290000	5.292294e-02
SL2.40ch02_28300000_28400000	2	28300000	8.060654e-02
SL2.40ch02_28310000_28410000	2	28310000	7.960331e-02
SL2.40ch02_28320000_28420000	2	28320000	8.643099e-02
SL2.40ch02_28330000_28430000	2	28330000	8.866956e-02
SL2.40ch02_28340000_28440000	2	28340000	7.834910e-02
SL2.40ch02_28350000_28450000	2	28350000	6.863361e-02
SL2.40ch02_28360000_28460000	2	28360000	7.032199e-02
SL2.40ch02_28370000_28470000	2	28370000	6.485756e-02
SL2.40ch02_28380000_28480000	2	28380000	7.121829e-02
SL2.40ch02_28390000_28490000	2	28390000	5.944320e-02
SL2.40ch02_28400000_28500000	2	28400000	3.728460e-02
SL2.40ch02_28410000_28510000	2	28410000	3.483533e-02
SL2.40ch02_28420000_28520000	2	28420000	2.881974e-02
SL2.40ch02_28430000_28530000	2	28430000	2.178390e-02
SL2.40ch02_28440000_28540000	2	28440000	2.507516e-02
SL2.40ch02_28450000_28550000	2	28450000	2.572092e-02
SL2.40ch02_28460000_28560000	2	28460000	1.852924e-02
SL2.40ch02_28470000_28570000	2	28470000	2.070755e-02
SL2.40ch02_28480000_28580000	2	28480000	2.087866e-02
SL2.40ch02_28490000_28590000	2	28490000	1.822488e-02
SL2.40ch02_28500000_28600000	2	28500000	1.494262e-02
SL2.40ch02_28510000_28610000	2	28510000	1.292633e-02
SL2.40ch02_28520000_28620000	2	28520000	1.314795e-02
SL2.40ch02_28530000_28630000	2	28530000	1.652633e-02
SL2.40ch02_28540000_28640000	2	28540000	1.176385e-02
SL2.40ch02_28550000_28650000	2	28550000	1.302759e-02
SL2.40ch02_28560000_28660000	2	28560000	1.365431e-02
SL2.40ch02_28570000_28670000	2	28570000	1.220986e-02
SL2.40ch02_28580000_28680000	2	28580000	1.246291e-02
SL2.40ch02_28590000_28690000	2	28590000	1.373690e-02
SL2.40ch02_28600000_28700000	2	28600000	1.813028e-02
SL2.40ch02_28610000_28710000	2	28610000	2.293236e-02
SL2.40ch02_28620000_28720000	2	28620000	2.789660e-02
SL2.40ch02_28630000_28730000	2	28630000	2.222745e-02
SL2.40ch02_28640000_28740000	2	28640000	2.409385e-02
SL2.40ch02_28650000_28750000	2	28650000	2.105264e-02
SL2.40ch02_28660000_28760000	2	28660000	1.571515e-02
SL2.40ch02_28670000_28770000	2	28670000	2.775267e-02
SL2.40ch02_28680000_28780000	2	28680000	2.911279e-02
SL2.40ch02_28690000_28790000	2	28690000	2.028406e-02
SL2.40ch02_28700000_28800000	2	28700000	1.772870e-02
SL2.40ch02_28710000_28810000	2	28710000	1.725905e-02
SL2.40ch02_28720000_28820000	2	28720000	1.725905e-02
SL2.40ch02_28730000_28830000	2	28730000	1.777843e-02
SL2.40ch02_28740000_28840000	2	28740000	1.919301e-02
SL2.40ch02_28750000_28850000	2	28750000	2.095004e-02
SL2.40ch02_28760000_28860000	2	28760000	2.285148e-02
SL2.40ch02_28770000_28870000	2	28770000	1.865633e-02
SL2.40ch02_28780000_28880000	2	28780000	1.507736e-02
SL2.40ch02_28790000_28890000	2	28790000	2.041374e-02
SL2.40ch02_28800000_28900000	2	28800000	2.280582e-02
SL2.40ch02_28810000_28910000	2	28810000	2.726399e-02
SL2.40ch02_28820000_28920000	2	28820000	2.704501e-02
SL2.40ch02_28830000_28930000	2	28830000	2.732848e-02
SL2.40ch02_28840000_28940000	2	28840000	2.116399e-02
SL2.40ch02_28850000_28950000	2	28850000	1.954256e-02
SL2.40ch02_28860000_28960000	2	28860000	2.019581e-02
SL2.40ch02_28870000_28970000	2	28870000	2.276642e-02
SL2.40ch02_28880000_28980000	2	28880000	2.428270e-02
SL2.40ch02_28890000_28990000	2	28890000	2.318375e-02
SL2.40ch02_28900000_29000000	2	28900000	2.660513e-02
SL2.40ch02_28910000_29010000	2	28910000	2.506351e-02
SL2.40ch02_28920000_29020000	2	28920000	2.433851e-02
SL2.40ch02_28930000_29030000	2	28930000	2.498081e-02
SL2.40ch02_28940000_29040000	2	28940000	3.222327e-02
SL2.40ch02_28950000_29050000	2	28950000	3.027584e-02
SL2.40ch02_28960000_29060000	2	28960000	2.135070e-02
SL2.40ch02_28970000_29070000	2	28970000	1.758650e-02
SL2.40ch02_28980000_29080000	2	28980000	1.353076e-02
SL2.40ch02_28990000_29090000	2	28990000	1.520578e-02
SL2.40ch02_29000000_29100000	2	29000000	1.175430e-02
SL2.40ch02_29010000_29110000	2	29010000	1.236236e-02
SL2.40ch02_29020000_29120000	2	29020000	1.368277e-02
SL2.40ch02_29030000_29130000	2	29030000	1.370531e-02
SL2.40ch02_29040000_29140000	2	29040000	1.311965e-02
SL2.40ch02_29050000_29150000	2	29050000	1.664951e-02
SL2.40ch02_29060000_29160000	2	29060000	2.027242e-02
SL2.40ch02_29070000_29170000	2	29070000	2.099629e-02
SL2.40ch02_29080000_29180000	2	29080000	2.727031e-02
SL2.40ch02_29090000_29190000	2	29090000	2.681334e-02
SL2.40ch02_29100000_29200000	2	29100000	2.836246e-02
SL2.40ch02_29110000_29210000	2	29110000	2.775099e-02
SL2.40ch02_29120000_29220000	2	29120000	2.606345e-02
SL2.40ch02_29130000_29230000	2	29130000	2.581477e-02
SL2.40ch02_29140000_29240000	2	29140000	3.061113e-02
SL2.40ch02_29150000_29250000	2	29150000	2.813553e-02
SL2.40ch02_29160000_29260000	2	29160000	2.586883e-02
SL2.40ch02_29170000_29270000	2	29170000	2.319784e-02
SL2.40ch02_29180000_29280000	2	29180000	2.696829e-02
SL2.40ch02_29190000_29290000	2	29190000	3.274247e-02
SL2.40ch02_29200000_29300000	2	29200000	3.258136e-02
SL2.40ch02_29210000_29310000	2	29210000	3.003711e-02
SL2.40ch02_29220000_29320000	2	29220000	2.778763e-02
SL2.40ch02_29230000_29330000	2	29230000	2.580912e-02
SL2.40ch02_29240000_29340000	2	29240000	2.383336e-02
SL2.40ch02_29250000_29350000	2	29250000	2.468637e-02
SL2.40ch02_29260000_29360000	2	29260000	2.113812e-02
SL2.40ch02_29270000_29370000	2	29270000	2.006573e-02
SL2.40ch02_29280000_29380000	2	29280000	1.746157e-02
SL2.40ch02_29290000_29390000	2	29290000	1.344240e-02
SL2.40ch02_29300000_29400000	2	29300000	1.088888e-02
SL2.40ch02_29310000_29410000	2	29310000	1.110095e-02
SL2.40ch02_29320000_29420000	2	29320000	1.123780e-02
SL2.40ch02_29330000_29430000	2	29330000	1.243142e-02
SL2.40ch02_29340000_29440000	2	29340000	1.181705e-02
SL2.40ch02_29350000_29450000	2	29350000	7.786069e-03
SL2.40ch02_29360000_29460000	2	29360000	7.739919e-03
SL2.40ch02_29370000_29470000	2	29370000	8.700362e-03
SL2.40ch02_29380000_29480000	2	29380000	8.195045e-03
SL2.40ch02_29390000_29490000	2	29390000	8.156857e-03
SL2.40ch02_29400000_29500000	2	29400000	8.635177e-03
SL2.40ch02_29410000_29510000	2	29410000	7.694925e-03
SL2.40ch02_29420000_29520000	2	29420000	7.954237e-03
SL2.40ch02_29430000_29530000	2	29430000	7.044705e-03
SL2.40ch02_29440000_29540000	2	29440000	1.118237e-02
SL2.40ch02_29450000_29550000	2	29450000	1.361155e-02
SL2.40ch02_29460000_29560000	2	29460000	1.595893e-02
SL2.40ch02_29470000_29570000	2	29470000	1.796102e-02
SL2.40ch02_29480000_29580000	2	29480000	1.885302e-02
SL2.40ch02_29490000_29590000	2	29490000	2.226646e-02
SL2.40ch02_29500000_29600000	2	29500000	2.346622e-02
SL2.40ch02_29510000_29610000	2	29510000	2.332500e-02
SL2.40ch02_29520000_29620000	2	29520000	2.431349e-02
SL2.40ch02_29530000_29630000	2	29530000	2.644662e-02
SL2.40ch02_29540000_29640000	2	29540000	2.767142e-02
SL2.40ch02_29550000_29650000	2	29550000	2.598366e-02
SL2.40ch02_29560000_29660000	2	29560000	2.377003e-02
SL2.40ch02_29570000_29670000	2	29570000	2.269494e-02
SL2.40ch02_29580000_29680000	2	29580000	2.242247e-02
SL2.40ch02_29590000_29690000	2	29590000	2.037865e-02
SL2.40ch02_29600000_29700000	2	29600000	1.860512e-02
SL2.40ch02_29610000_29710000	2	29610000	2.016457e-02
SL2.40ch02_29620000_29720000	2	29620000	2.514597e-02
SL2.40ch02_29630000_29730000	2	29630000	2.826021e-02
SL2.40ch02_29640000_29740000	2	29640000	3.206523e-02
