SNP	CHR	BP	P
SL2.40ch04_11210000_11310000	4	11210000	6.069765e-01
SL2.40ch04_11220000_11320000	4	11220000	6.142882e-01
SL2.40ch04_11230000_11330000	4	11230000	6.195169e-01
SL2.40ch04_11240000_11340000	4	11240000	6.115372e-01
SL2.40ch04_11250000_11350000	4	11250000	6.059759e-01
SL2.40ch04_11260000_11360000	4	11260000	6.065426e-01
SL2.40ch04_11270000_11370000	4	11270000	5.988143e-01
SL2.40ch04_11280000_11380000	4	11280000	6.061268e-01
SL2.40ch04_11290000_11390000	4	11290000	6.040575e-01
SL2.40ch04_11300000_11400000	4	11300000	6.111511e-01
SL2.40ch04_11310000_11410000	4	11310000	6.171943e-01
SL2.40ch04_11320000_11420000	4	11320000	6.123753e-01
SL2.40ch04_11330000_11430000	4	11330000	5.973438e-01
SL2.40ch04_11340000_11440000	4	11340000	5.943181e-01
SL2.40ch04_11350000_11450000	4	11350000	5.981583e-01
SL2.40ch04_11360000_11460000	4	11360000	5.956006e-01
SL2.40ch04_11370000_11470000	4	11370000	6.027662e-01
SL2.40ch04_11380000_11480000	4	11380000	6.006890e-01
SL2.40ch04_11390000_11490000	4	11390000	5.928588e-01
SL2.40ch04_11400000_11500000	4	11400000	5.821311e-01
SL2.40ch04_11410000_11510000	4	11410000	5.793738e-01
SL2.40ch04_11420000_11520000	4	11420000	5.794787e-01
SL2.40ch04_11430000_11530000	4	11430000	5.915139e-01
SL2.40ch04_11440000_11540000	4	11440000	6.037425e-01
SL2.40ch04_11450000_11550000	4	11450000	6.068943e-01
SL2.40ch04_11460000_11560000	4	11460000	6.119677e-01
SL2.40ch04_11470000_11570000	4	11470000	6.011284e-01
SL2.40ch04_11480000_11580000	4	11480000	6.057258e-01
SL2.40ch04_11490000_11590000	4	11490000	6.137386e-01
SL2.40ch04_11500000_11600000	4	11500000	6.112939e-01
SL2.40ch04_11510000_11610000	4	11510000	6.064107e-01
SL2.40ch04_11520000_11620000	4	11520000	5.998631e-01
SL2.40ch04_11530000_11630000	4	11530000	5.757863e-01
SL2.40ch04_11540000_11640000	4	11540000	5.388426e-01
SL2.40ch04_11550000_11650000	4	11550000	4.952433e-01
SL2.40ch04_11560000_11660000	4	11560000	4.269252e-01
SL2.40ch04_11570000_11670000	4	11570000	3.777898e-01
SL2.40ch04_11580000_11680000	4	11580000	3.609589e-01
SL2.40ch04_11590000_11690000	4	11590000	3.595624e-01
SL2.40ch04_11600000_11700000	4	11600000	3.599192e-01
SL2.40ch04_11610000_11710000	4	11610000	3.535027e-01
SL2.40ch04_11620000_11720000	4	11620000	3.491173e-01
SL2.40ch04_11630000_11730000	4	11630000	3.425434e-01
SL2.40ch04_11640000_11740000	4	11640000	3.544693e-01
SL2.40ch04_11650000_11750000	4	11650000	3.632491e-01
SL2.40ch04_11660000_11760000	4	11660000	3.598474e-01
SL2.40ch04_11670000_11770000	4	11670000	3.571743e-01
SL2.40ch04_11680000_11780000	4	11680000	3.575554e-01
SL2.40ch04_11690000_11790000	4	11690000	3.586649e-01
SL2.40ch04_11700000_11800000	4	11700000	3.503127e-01
SL2.40ch04_11710000_11810000	4	11710000	3.489610e-01
SL2.40ch04_11720000_11820000	4	11720000	3.570878e-01
SL2.40ch04_11730000_11830000	4	11730000	3.599925e-01
SL2.40ch04_11740000_11840000	4	11740000	3.476142e-01
SL2.40ch04_11750000_11850000	4	11750000	3.248623e-01
SL2.40ch04_11760000_11860000	4	11760000	3.344053e-01
SL2.40ch04_11770000_11870000	4	11770000	3.238861e-01
SL2.40ch04_11780000_11880000	4	11780000	3.292368e-01
SL2.40ch04_11790000_11890000	4	11790000	3.289012e-01
SL2.40ch04_11800000_11900000	4	11800000	3.589289e-01
SL2.40ch04_11810000_11910000	4	11810000	3.683142e-01
SL2.40ch04_11820000_11920000	4	11820000	3.681464e-01
SL2.40ch04_11830000_11930000	4	11830000	3.738251e-01
SL2.40ch04_11840000_11940000	4	11840000	3.762089e-01
SL2.40ch04_11850000_11950000	4	11850000	3.666690e-01
SL2.40ch04_11860000_11960000	4	11860000	3.666207e-01
SL2.40ch04_11870000_11970000	4	11870000	3.916401e-01
SL2.40ch04_11880000_11980000	4	11880000	3.635658e-01
SL2.40ch04_11890000_11990000	4	11890000	3.545925e-01
SL2.40ch04_11900000_12000000	4	11900000	3.477722e-01
SL2.40ch04_11910000_12010000	4	11910000	3.458773e-01
SL2.40ch04_11920000_12020000	4	11920000	3.312548e-01
SL2.40ch04_11930000_12030000	4	11930000	3.121765e-01
SL2.40ch04_11940000_12040000	4	11940000	3.014104e-01
SL2.40ch04_11950000_12050000	4	11950000	2.975277e-01
SL2.40ch04_11960000_12060000	4	11960000	3.086756e-01
SL2.40ch04_11970000_12070000	4	11970000	3.022940e-01
SL2.40ch04_11980000_12080000	4	11980000	3.072915e-01
SL2.40ch04_11990000_12090000	4	11990000	3.186550e-01
SL2.40ch04_12000000_12100000	4	12000000	3.165890e-01
SL2.40ch04_12010000_12110000	4	12010000	3.216098e-01
SL2.40ch04_12020000_12120000	4	12020000	3.341460e-01
SL2.40ch04_12030000_12130000	4	12030000	3.431442e-01
SL2.40ch04_12040000_12140000	4	12040000	3.529524e-01
SL2.40ch04_12050000_12150000	4	12050000	3.599783e-01
SL2.40ch04_12060000_12160000	4	12060000	3.562974e-01
SL2.40ch04_12070000_12170000	4	12070000	3.591035e-01
SL2.40ch04_12080000_12180000	4	12080000	3.675742e-01
SL2.40ch04_12090000_12190000	4	12090000	3.646837e-01
SL2.40ch04_12100000_12200000	4	12100000	3.737504e-01
SL2.40ch04_12110000_12210000	4	12110000	3.811872e-01
SL2.40ch04_12120000_12220000	4	12120000	3.736863e-01
SL2.40ch04_12130000_12230000	4	12130000	3.768518e-01
SL2.40ch04_12140000_12240000	4	12140000	3.634044e-01
SL2.40ch04_12150000_12250000	4	12150000	3.660133e-01
SL2.40ch04_12160000_12260000	4	12160000	3.662210e-01
SL2.40ch04_12170000_12270000	4	12170000	3.732853e-01
SL2.40ch04_12180000_12280000	4	12180000	3.593104e-01
SL2.40ch04_12190000_12290000	4	12190000	3.679686e-01
SL2.40ch04_12200000_12300000	4	12200000	3.490884e-01
SL2.40ch04_12210000_12310000	4	12210000	3.470341e-01
SL2.40ch04_12220000_12320000	4	12220000	3.502220e-01
SL2.40ch04_12230000_12330000	4	12230000	3.513735e-01
SL2.40ch04_12240000_12340000	4	12240000	3.512696e-01
SL2.40ch04_12250000_12350000	4	12250000	3.598071e-01
SL2.40ch04_12260000_12360000	4	12260000	3.562601e-01
SL2.40ch04_12270000_12370000	4	12270000	3.552374e-01
SL2.40ch04_12280000_12380000	4	12280000	3.523189e-01
SL2.40ch04_12290000_12390000	4	12290000	3.516172e-01
SL2.40ch04_12300000_12400000	4	12300000	3.568390e-01
SL2.40ch04_12310000_12410000	4	12310000	3.502234e-01
SL2.40ch04_12320000_12420000	4	12320000	3.499418e-01
SL2.40ch04_12330000_12430000	4	12330000	3.549855e-01
SL2.40ch04_12340000_12440000	4	12340000	3.569182e-01
SL2.40ch04_12350000_12450000	4	12350000	3.473117e-01
SL2.40ch04_12360000_12460000	4	12360000	3.448318e-01
SL2.40ch04_12370000_12470000	4	12370000	3.448637e-01
SL2.40ch04_12380000_12480000	4	12380000	3.412706e-01
SL2.40ch04_12390000_12490000	4	12390000	3.356127e-01
SL2.40ch04_12400000_12500000	4	12400000	3.382033e-01
SL2.40ch04_12410000_12510000	4	12410000	3.419389e-01
SL2.40ch04_12420000_12520000	4	12420000	3.382938e-01
SL2.40ch04_12430000_12530000	4	12430000	3.227949e-01
SL2.40ch04_12440000_12540000	4	12440000	3.185827e-01
SL2.40ch04_12450000_12550000	4	12450000	3.131193e-01
SL2.40ch04_12460000_12560000	4	12460000	3.096380e-01
SL2.40ch04_12470000_12570000	4	12470000	3.166612e-01
SL2.40ch04_12480000_12580000	4	12480000	3.341913e-01
SL2.40ch04_12490000_12590000	4	12490000	3.328335e-01
SL2.40ch04_12500000_12600000	4	12500000	3.293954e-01
SL2.40ch04_12510000_12610000	4	12510000	3.277896e-01
SL2.40ch04_12520000_12620000	4	12520000	3.257187e-01
SL2.40ch04_12530000_12630000	4	12530000	3.186559e-01
SL2.40ch04_12540000_12640000	4	12540000	3.393945e-01
SL2.40ch04_12550000_12650000	4	12550000	3.450925e-01
SL2.40ch04_12560000_12660000	4	12560000	3.469672e-01
SL2.40ch04_12570000_12670000	4	12570000	3.473202e-01
SL2.40ch04_12580000_12680000	4	12580000	3.458302e-01
SL2.40ch04_12590000_12690000	4	12590000	3.467251e-01
SL2.40ch04_12600000_12700000	4	12600000	3.394963e-01
SL2.40ch04_12610000_12710000	4	12610000	3.485695e-01
SL2.40ch04_12620000_12720000	4	12620000	3.672283e-01
SL2.40ch04_12630000_12730000	4	12630000	3.828323e-01
SL2.40ch04_12640000_12740000	4	12640000	3.721520e-01
SL2.40ch04_12650000_12750000	4	12650000	3.768017e-01
SL2.40ch04_12660000_12760000	4	12660000	3.983287e-01
SL2.40ch04_12670000_12770000	4	12670000	3.952607e-01
SL2.40ch04_12680000_12780000	4	12680000	3.932924e-01
SL2.40ch04_12690000_12790000	4	12690000	3.988005e-01
SL2.40ch04_12700000_12800000	4	12700000	3.854448e-01
SL2.40ch04_12710000_12810000	4	12710000	3.796311e-01
SL2.40ch04_12720000_12820000	4	12720000	3.662864e-01
SL2.40ch04_12730000_12830000	4	12730000	3.623438e-01
SL2.40ch04_12740000_12840000	4	12740000	3.625702e-01
SL2.40ch04_12750000_12850000	4	12750000	3.747663e-01
SL2.40ch04_12760000_12860000	4	12760000	3.657555e-01
SL2.40ch04_12770000_12870000	4	12770000	3.696641e-01
SL2.40ch04_12780000_12880000	4	12780000	3.688800e-01
SL2.40ch04_12790000_12890000	4	12790000	3.667072e-01
SL2.40ch04_12800000_12900000	4	12800000	3.856105e-01
SL2.40ch04_12810000_12910000	4	12810000	3.743314e-01
SL2.40ch04_12820000_12920000	4	12820000	3.698104e-01
SL2.40ch04_12830000_12930000	4	12830000	3.635936e-01
SL2.40ch04_12840000_12940000	4	12840000	3.639193e-01
SL2.40ch04_12850000_12950000	4	12850000	3.364970e-01
SL2.40ch04_12860000_12960000	4	12860000	3.357288e-01
SL2.40ch04_12870000_12970000	4	12870000	3.254225e-01
SL2.40ch04_12880000_12980000	4	12880000	3.266050e-01
SL2.40ch04_12890000_12990000	4	12890000	3.088673e-01
SL2.40ch04_12900000_13000000	4	12900000	2.861431e-01
SL2.40ch04_12910000_13010000	4	12910000	3.017315e-01
SL2.40ch04_12920000_13020000	4	12920000	3.059831e-01
SL2.40ch04_12930000_13030000	4	12930000	3.031833e-01
SL2.40ch04_12940000_13040000	4	12940000	2.957718e-01
SL2.40ch04_12950000_13050000	4	12950000	3.192095e-01
SL2.40ch04_12960000_13060000	4	12960000	3.089333e-01
SL2.40ch04_12970000_13070000	4	12970000	3.184255e-01
SL2.40ch04_12980000_13080000	4	12980000	3.226115e-01
SL2.40ch04_12990000_13090000	4	12990000	3.322787e-01
SL2.40ch04_13000000_13100000	4	13000000	3.360880e-01
SL2.40ch04_13010000_13110000	4	13010000	3.326265e-01
SL2.40ch04_13020000_13120000	4	13020000	3.335964e-01
SL2.40ch04_13030000_13130000	4	13030000	3.390823e-01
SL2.40ch04_13040000_13140000	4	13040000	3.444038e-01
SL2.40ch04_13050000_13150000	4	13050000	3.393600e-01
SL2.40ch04_13060000_13160000	4	13060000	3.455415e-01
SL2.40ch04_13070000_13170000	4	13070000	3.439463e-01
SL2.40ch04_13080000_13180000	4	13080000	3.425123e-01
SL2.40ch04_13090000_13190000	4	13090000	3.451913e-01
SL2.40ch04_13100000_13200000	4	13100000	3.450205e-01
SL2.40ch04_13110000_13210000	4	13110000	3.568036e-01
SL2.40ch04_13120000_13220000	4	13120000	3.608557e-01
SL2.40ch04_13130000_13230000	4	13130000	3.739325e-01
SL2.40ch04_13140000_13240000	4	13140000	3.774033e-01
SL2.40ch04_13150000_13250000	4	13150000	3.782999e-01
SL2.40ch04_13160000_13260000	4	13160000	3.718422e-01
SL2.40ch04_13170000_13270000	4	13170000	3.762550e-01
SL2.40ch04_13180000_13280000	4	13180000	3.637873e-01
SL2.40ch04_13190000_13290000	4	13190000	3.549317e-01
SL2.40ch04_13200000_13300000	4	13200000	3.677113e-01
SL2.40ch04_13210000_13310000	4	13210000	3.655756e-01
SL2.40ch04_13220000_13320000	4	13220000	3.679451e-01
SL2.40ch04_13230000_13330000	4	13230000	3.521435e-01
SL2.40ch04_13240000_13340000	4	13240000	3.521914e-01
SL2.40ch04_13250000_13350000	4	13250000	3.479517e-01
SL2.40ch04_13260000_13360000	4	13260000	3.555580e-01
SL2.40ch04_13270000_13370000	4	13270000	3.460431e-01
SL2.40ch04_13280000_13380000	4	13280000	3.717936e-01
SL2.40ch04_13290000_13390000	4	13290000	3.883785e-01
SL2.40ch04_13300000_13400000	4	13300000	3.663301e-01
SL2.40ch04_13310000_13410000	4	13310000	3.542511e-01
SL2.40ch04_13320000_13420000	4	13320000	3.407377e-01
SL2.40ch04_13330000_13430000	4	13330000	3.440949e-01
SL2.40ch04_13340000_13440000	4	13340000	3.536802e-01
SL2.40ch04_13350000_13450000	4	13350000	3.602769e-01
SL2.40ch04_13360000_13460000	4	13360000	3.626373e-01
SL2.40ch04_13370000_13470000	4	13370000	3.602984e-01
SL2.40ch04_13380000_13480000	4	13380000	3.587881e-01
SL2.40ch04_13390000_13490000	4	13390000	3.643883e-01
SL2.40ch04_13400000_13500000	4	13400000	3.601635e-01
SL2.40ch04_13410000_13510000	4	13410000	3.643184e-01
SL2.40ch04_13420000_13520000	4	13420000	3.640774e-01
SL2.40ch04_13430000_13530000	4	13430000	3.834540e-01
SL2.40ch04_13440000_13540000	4	13440000	3.685114e-01
SL2.40ch04_13450000_13550000	4	13450000	3.628406e-01
SL2.40ch04_13460000_13560000	4	13460000	3.583956e-01
SL2.40ch04_13470000_13570000	4	13470000	3.609818e-01
SL2.40ch04_13480000_13580000	4	13480000	3.602114e-01
SL2.40ch04_13490000_13590000	4	13490000	3.542792e-01
SL2.40ch04_13500000_13600000	4	13500000	3.642001e-01
SL2.40ch04_13510000_13610000	4	13510000	3.631983e-01
SL2.40ch04_13520000_13620000	4	13520000	3.700696e-01
SL2.40ch04_13530000_13630000	4	13530000	3.634851e-01
SL2.40ch04_13540000_13640000	4	13540000	3.655623e-01
SL2.40ch04_13550000_13650000	4	13550000	3.687436e-01
SL2.40ch04_13560000_13660000	4	13560000	3.697055e-01
SL2.40ch04_13570000_13670000	4	13570000	3.519496e-01
SL2.40ch04_13580000_13680000	4	13580000	3.532662e-01
SL2.40ch04_13590000_13690000	4	13590000	3.522342e-01
SL2.40ch04_13600000_13700000	4	13600000	3.408212e-01
SL2.40ch04_13610000_13710000	4	13610000	3.525603e-01
SL2.40ch04_13620000_13720000	4	13620000	3.520605e-01
SL2.40ch04_13630000_13730000	4	13630000	3.443556e-01
SL2.40ch04_13640000_13740000	4	13640000	3.414700e-01
SL2.40ch04_13650000_13750000	4	13650000	3.356702e-01
SL2.40ch04_13660000_13760000	4	13660000	3.323668e-01
SL2.40ch04_13670000_13770000	4	13670000	3.563914e-01
SL2.40ch04_13680000_13780000	4	13680000	3.503556e-01
SL2.40ch04_13690000_13790000	4	13690000	3.609312e-01
SL2.40ch04_13700000_13800000	4	13700000	3.558755e-01
SL2.40ch04_13710000_13810000	4	13710000	3.386862e-01
SL2.40ch04_13720000_13820000	4	13720000	3.480851e-01
SL2.40ch04_13730000_13830000	4	13730000	3.630882e-01
SL2.40ch04_13740000_13840000	4	13740000	3.668875e-01
SL2.40ch04_13750000_13850000	4	13750000	3.740412e-01
SL2.40ch04_13760000_13860000	4	13760000	3.776228e-01
SL2.40ch04_13770000_13870000	4	13770000	3.794004e-01
SL2.40ch04_13780000_13880000	4	13780000	3.862356e-01
SL2.40ch04_13790000_13890000	4	13790000	3.731487e-01
SL2.40ch04_13800000_13900000	4	13800000	3.747208e-01
SL2.40ch04_13810000_13910000	4	13810000	3.737101e-01
SL2.40ch04_13820000_13920000	4	13820000	3.725991e-01
SL2.40ch04_13830000_13930000	4	13830000	3.620248e-01
SL2.40ch04_13840000_13940000	4	13840000	3.545718e-01
SL2.40ch04_13850000_13950000	4	13850000	3.516194e-01
SL2.40ch04_13860000_13960000	4	13860000	3.494742e-01
SL2.40ch04_13870000_13970000	4	13870000	3.567899e-01
SL2.40ch04_13880000_13980000	4	13880000	3.555135e-01
SL2.40ch04_13890000_13990000	4	13890000	3.557985e-01
SL2.40ch04_13900000_14000000	4	13900000	3.569664e-01
SL2.40ch04_13910000_14010000	4	13910000	3.649148e-01
SL2.40ch04_13920000_14020000	4	13920000	3.615588e-01
SL2.40ch04_13930000_14030000	4	13930000	3.598156e-01
SL2.40ch04_13940000_14040000	4	13940000	3.703229e-01
SL2.40ch04_13950000_14050000	4	13950000	3.700889e-01
SL2.40ch04_13960000_14060000	4	13960000	3.725666e-01
SL2.40ch04_13970000_14070000	4	13970000	3.634363e-01
SL2.40ch04_13980000_14080000	4	13980000	3.725048e-01
SL2.40ch04_13990000_14090000	4	13990000	3.778703e-01
SL2.40ch04_14000000_14100000	4	14000000	3.959579e-01
SL2.40ch04_14010000_14110000	4	14010000	3.594425e-01
SL2.40ch04_14020000_14120000	4	14020000	3.396888e-01
SL2.40ch04_14030000_14130000	4	14030000	3.612327e-01
SL2.40ch04_14040000_14140000	4	14040000	3.755046e-01
SL2.40ch04_14050000_14150000	4	14050000	3.794134e-01
SL2.40ch04_14060000_14160000	4	14060000	4.135107e-01
SL2.40ch04_14070000_14170000	4	14070000	4.100036e-01
SL2.40ch04_14080000_14180000	4	14080000	4.082769e-01
SL2.40ch04_14090000_14190000	4	14090000	4.165777e-01
SL2.40ch04_14100000_14200000	4	14100000	3.973636e-01
SL2.40ch04_14110000_14210000	4	14110000	3.916913e-01
SL2.40ch04_14120000_14220000	4	14120000	3.887268e-01
SL2.40ch04_14130000_14230000	4	14130000	4.098125e-01
SL2.40ch04_14140000_14240000	4	14140000	3.866438e-01
SL2.40ch04_14150000_14250000	4	14150000	3.766285e-01
SL2.40ch04_14160000_14260000	4	14160000	3.504157e-01
SL2.40ch04_14170000_14270000	4	14170000	3.503252e-01
SL2.40ch04_14180000_14280000	4	14180000	3.460019e-01
SL2.40ch04_14190000_14290000	4	14190000	3.496812e-01
SL2.40ch04_14200000_14300000	4	14200000	3.431679e-01
SL2.40ch04_14210000_14310000	4	14210000	3.400097e-01
SL2.40ch04_14220000_14320000	4	14220000	3.495589e-01
SL2.40ch04_14230000_14330000	4	14230000	3.372880e-01
SL2.40ch04_14240000_14340000	4	14240000	3.280699e-01
SL2.40ch04_14250000_14350000	4	14250000	3.340593e-01
SL2.40ch04_14260000_14360000	4	14260000	3.469669e-01
SL2.40ch04_14270000_14370000	4	14270000	3.451358e-01
SL2.40ch04_14280000_14380000	4	14280000	3.447263e-01
SL2.40ch04_14290000_14390000	4	14290000	3.310765e-01
SL2.40ch04_14300000_14400000	4	14300000	3.537078e-01
SL2.40ch04_14310000_14410000	4	14310000	3.750451e-01
SL2.40ch04_14320000_14420000	4	14320000	3.608464e-01
SL2.40ch04_14330000_14430000	4	14330000	3.522027e-01
SL2.40ch04_14340000_14440000	4	14340000	3.634693e-01
SL2.40ch04_14350000_14450000	4	14350000	3.643841e-01
SL2.40ch04_14360000_14460000	4	14360000	3.520985e-01
SL2.40ch04_14370000_14470000	4	14370000	3.498456e-01
SL2.40ch04_14380000_14480000	4	14380000	3.487117e-01
SL2.40ch04_14390000_14490000	4	14390000	3.652991e-01
SL2.40ch04_14400000_14500000	4	14400000	3.634012e-01
SL2.40ch04_14410000_14510000	4	14410000	3.550170e-01
SL2.40ch04_14420000_14520000	4	14420000	3.635851e-01
SL2.40ch04_14430000_14530000	4	14430000	3.647421e-01
SL2.40ch04_14440000_14540000	4	14440000	3.658654e-01
SL2.40ch04_14450000_14550000	4	14450000	3.500575e-01
SL2.40ch04_14460000_14560000	4	14460000	3.680896e-01
SL2.40ch04_14470000_14570000	4	14470000	3.760592e-01
SL2.40ch04_14480000_14580000	4	14480000	3.826469e-01
SL2.40ch04_14490000_14590000	4	14490000	3.643317e-01
SL2.40ch04_14500000_14600000	4	14500000	3.496846e-01
SL2.40ch04_14510000_14610000	4	14510000	3.488262e-01
SL2.40ch04_14520000_14620000	4	14520000	3.394129e-01
SL2.40ch04_14530000_14630000	4	14530000	3.378146e-01
SL2.40ch04_14540000_14640000	4	14540000	3.275291e-01
SL2.40ch04_14550000_14650000	4	14550000	3.299151e-01
SL2.40ch04_14560000_14660000	4	14560000	3.283387e-01
SL2.40ch04_14570000_14670000	4	14570000	3.299520e-01
SL2.40ch04_14580000_14680000	4	14580000	3.327687e-01
SL2.40ch04_14590000_14690000	4	14590000	3.408879e-01
SL2.40ch04_14600000_14700000	4	14600000	3.461640e-01
SL2.40ch04_14610000_14710000	4	14610000	3.434124e-01
SL2.40ch04_14620000_14720000	4	14620000	3.363390e-01
SL2.40ch04_14630000_14730000	4	14630000	3.419643e-01
SL2.40ch04_14640000_14740000	4	14640000	3.493355e-01
SL2.40ch04_14650000_14750000	4	14650000	3.530122e-01
SL2.40ch04_14660000_14760000	4	14660000	3.592371e-01
SL2.40ch04_14670000_14770000	4	14670000	3.566750e-01
SL2.40ch04_14680000_14780000	4	14680000	3.491073e-01
SL2.40ch04_14690000_14790000	4	14690000	3.531086e-01
SL2.40ch04_14700000_14800000	4	14700000	3.533390e-01
SL2.40ch04_14710000_14810000	4	14710000	3.563124e-01
SL2.40ch04_14720000_14820000	4	14720000	3.633126e-01
SL2.40ch04_14730000_14830000	4	14730000	3.590869e-01
SL2.40ch04_14740000_14840000	4	14740000	3.581645e-01
SL2.40ch04_14750000_14850000	4	14750000	3.616494e-01
SL2.40ch04_14760000_14860000	4	14760000	3.536452e-01
SL2.40ch04_14770000_14870000	4	14770000	3.486634e-01
SL2.40ch04_14780000_14880000	4	14780000	3.582781e-01
SL2.40ch04_14790000_14890000	4	14790000	3.403011e-01
SL2.40ch04_14800000_14900000	4	14800000	3.424139e-01
SL2.40ch04_14810000_14910000	4	14810000	3.343576e-01
SL2.40ch04_14820000_14920000	4	14820000	3.546704e-01
SL2.40ch04_14830000_14930000	4	14830000	3.517896e-01
SL2.40ch04_14840000_14940000	4	14840000	3.583682e-01
SL2.40ch04_14850000_14950000	4	14850000	3.502304e-01
SL2.40ch04_14860000_14960000	4	14860000	3.458908e-01
SL2.40ch04_14870000_14970000	4	14870000	3.575538e-01
SL2.40ch04_14880000_14980000	4	14880000	3.574767e-01
SL2.40ch04_14890000_14990000	4	14890000	3.594943e-01
SL2.40ch04_14900000_15000000	4	14900000	3.617301e-01
SL2.40ch04_14910000_15010000	4	14910000	3.686702e-01
SL2.40ch04_14920000_15020000	4	14920000	3.527759e-01
SL2.40ch04_14930000_15030000	4	14930000	3.468287e-01
SL2.40ch04_14940000_15040000	4	14940000	3.564597e-01
SL2.40ch04_14950000_15050000	4	14950000	3.568293e-01
SL2.40ch04_14960000_15060000	4	14960000	3.691943e-01
SL2.40ch04_14970000_15070000	4	14970000	3.548770e-01
SL2.40ch04_14980000_15080000	4	14980000	3.592605e-01
SL2.40ch04_14990000_15090000	4	14990000	3.651082e-01
SL2.40ch04_15000000_15100000	4	15000000	3.652463e-01
SL2.40ch04_15010000_15110000	4	15010000	3.646906e-01
SL2.40ch04_15020000_15120000	4	15020000	3.756398e-01
SL2.40ch04_15030000_15130000	4	15030000	3.822400e-01
SL2.40ch04_15040000_15140000	4	15040000	3.641477e-01
SL2.40ch04_15050000_15150000	4	15050000	3.669205e-01
SL2.40ch04_15060000_15160000	4	15060000	3.652507e-01
SL2.40ch04_15070000_15170000	4	15070000	3.678940e-01
SL2.40ch04_15080000_15180000	4	15080000	3.661725e-01
SL2.40ch04_15090000_15190000	4	15090000	3.612489e-01
SL2.40ch04_15100000_15200000	4	15100000	3.630774e-01
SL2.40ch04_15110000_15210000	4	15110000	3.486681e-01
SL2.40ch04_15120000_15220000	4	15120000	3.374174e-01
SL2.40ch04_15130000_15230000	4	15130000	3.396197e-01
SL2.40ch04_15140000_15240000	4	15140000	3.621551e-01
SL2.40ch04_15150000_15250000	4	15150000	3.580812e-01
SL2.40ch04_15160000_15260000	4	15160000	3.684170e-01
SL2.40ch04_15170000_15270000	4	15170000	3.700910e-01
SL2.40ch04_15180000_15280000	4	15180000	3.618368e-01
SL2.40ch04_15190000_15290000	4	15190000	3.624418e-01
SL2.40ch04_15200000_15300000	4	15200000	3.585497e-01
SL2.40ch04_15210000_15310000	4	15210000	3.673513e-01
SL2.40ch04_15220000_15320000	4	15220000	3.695981e-01
SL2.40ch04_15230000_15330000	4	15230000	3.685272e-01
SL2.40ch04_15240000_15340000	4	15240000	3.547183e-01
SL2.40ch04_15250000_15350000	4	15250000	3.441217e-01
SL2.40ch04_15260000_15360000	4	15260000	3.320993e-01
SL2.40ch04_15270000_15370000	4	15270000	3.184915e-01
SL2.40ch04_15280000_15380000	4	15280000	3.319562e-01
SL2.40ch04_15290000_15390000	4	15290000	3.074222e-01
SL2.40ch04_15300000_15400000	4	15300000	3.037018e-01
SL2.40ch04_15310000_15410000	4	15310000	3.116283e-01
SL2.40ch04_15320000_15420000	4	15320000	3.188549e-01
SL2.40ch04_15330000_15430000	4	15330000	3.271709e-01
SL2.40ch04_15340000_15440000	4	15340000	3.330767e-01
SL2.40ch04_15350000_15450000	4	15350000	3.446633e-01
SL2.40ch04_15360000_15460000	4	15360000	3.348557e-01
SL2.40ch04_15370000_15470000	4	15370000	3.350662e-01
SL2.40ch04_15380000_15480000	4	15380000	3.372962e-01
SL2.40ch04_15390000_15490000	4	15390000	3.502080e-01
SL2.40ch04_15400000_15500000	4	15400000	3.582828e-01
SL2.40ch04_15410000_15510000	4	15410000	3.551054e-01
SL2.40ch04_15420000_15520000	4	15420000	3.601583e-01
SL2.40ch04_15430000_15530000	4	15430000	3.597578e-01
SL2.40ch04_15440000_15540000	4	15440000	3.609704e-01
SL2.40ch04_15450000_15550000	4	15450000	3.618960e-01
SL2.40ch04_15460000_15560000	4	15460000	3.715075e-01
SL2.40ch04_15470000_15570000	4	15470000	3.798001e-01
SL2.40ch04_15480000_15580000	4	15480000	3.749461e-01
SL2.40ch04_15490000_15590000	4	15490000	3.628212e-01
SL2.40ch04_15500000_15600000	4	15500000	3.579141e-01
SL2.40ch04_15510000_15610000	4	15510000	3.643336e-01
SL2.40ch04_15520000_15620000	4	15520000	3.532952e-01
SL2.40ch04_15530000_15630000	4	15530000	3.488119e-01
SL2.40ch04_15540000_15640000	4	15540000	3.455636e-01
SL2.40ch04_15550000_15650000	4	15550000	3.428659e-01
SL2.40ch04_15560000_15660000	4	15560000	3.476779e-01
SL2.40ch04_15570000_15670000	4	15570000	3.409541e-01
SL2.40ch04_15580000_15680000	4	15580000	3.482759e-01
SL2.40ch04_15590000_15690000	4	15590000	3.750776e-01
SL2.40ch04_15600000_15700000	4	15600000	3.877128e-01
SL2.40ch04_15610000_15710000	4	15610000	3.852095e-01
SL2.40ch04_15620000_15720000	4	15620000	3.850103e-01
SL2.40ch04_15630000_15730000	4	15630000	3.823195e-01
SL2.40ch04_15640000_15740000	4	15640000	3.846364e-01
SL2.40ch04_15650000_15750000	4	15650000	3.906486e-01
SL2.40ch04_15660000_15760000	4	15660000	3.781783e-01
SL2.40ch04_15670000_15770000	4	15670000	3.825089e-01
SL2.40ch04_15680000_15780000	4	15680000	3.794250e-01
SL2.40ch04_15690000_15790000	4	15690000	3.645572e-01
SL2.40ch04_15700000_15800000	4	15700000	3.503441e-01
SL2.40ch04_15710000_15810000	4	15710000	3.460563e-01
